,frame_name,frame_definition,lexical_units_list
86,Atividade,"Este é um frame abstrato para atividades durativas nas quais o Agente entra em um estado contínuo de Atividade, permanece neste estado por determinada Duração de Tempo, e deixa esse estado tanto pelo fato de ele ter acabado ou ter sido suspenso. A Atividade do Agente deve ser intencional. Esse frame geralmente é destinado à herança de EFs em comum e fornece a estrutura do frame para o início, meio, fim ou suspensão de uma Atividade, cada um dos quais constitui um subframe para esse frame. Esse frame deve ser comparado ao frame de Processo.","atividade.n
brincadeira.n
brincar.v
divertimento.n
guerrinha.n
jogar.v
pique-esconde.n
sensação.n"
87,Atividades_do_turista,"Durante a visita a atrações ou lugares turísticos, o Turista costuma se engajar em Atividades de lazer tais como sair para comer, dançar ou mesmo fazer compras.","artesanato.n
arvorismo.n
banhar.v
brincar.v
capoeira.n
frevo.n
patinar.v
pintura.n
sinuca.n
surfar.v
tirolesa.n"
88,Atividade_abandonada,Um Agente está em uma parte não terminada da atividade.,
89,Atividade_de_combate,"Um grupo geralmente grande de pessoas, os Combatentes, estão engajados em um Combate caótico, violento e geralmente prolongado entre si. Não há lados distintos e geralmente nenhum objetivo particular (compare com Encontro_hostil). O Combate pode ser descrito como tendo uma Maneira ou um Grau de violência. O Tempo e Lugar também podem ser expressos.",
90,Atividade_em_andamento,Um Agente está realizando uma parte da Atividade na qual existe estabilidade dinâmica.,"continuar.v
decorrer.v
ficar.v
passar.v
prosseguir.v
viver.v"
91,Atividade_iniciar,Um Agente inicia uma Atividade na qual ele estará continuamente envolvido.,"cair.v
  começar.v
  desencadear.v
  entrar.v
  estrear.v
  gerar.v
  inauguração.n
  inaugurar.v
  iniciante.n
  iniciar.v
instituir.v
passar.v
principiar.v"
92,Atividade_interromper,Um Agente cessa uma Atividade sem completá-la.,"deixar.v
parar.v"
93,Atividade_mental,"Neste frame, uma Entidade_consciente tem alguma atividade da mente operando sobre um determinado Conteúdo ou um Tópico em particular. A atividade determinada pode ser perceptual, emocional ou, mais genericamente, cognitiva. Este frame não-lexical foi criado primariamente para estruturar relações de herança.",
94,Atividade_pausada,Um Agente permanece em um determinado estado de uma Atividade sem progredir na atividade.,
95,Atividade_pausar,Um Agente pausa uma Atividade em curso.,"cortar.v
  encerrar.v
  imobilizar.v
  parar.v
  reter.v
 "
96,Atividade_preparada,"O Protagonista está em um estado inicial, antes de começar a ser envolvido na Atividade, mas todas as pré-condições para a realização da Atividade devem ser satisfeitas. Em muitos casos, o Protagonista é o agente intencional, mas em outros casos o agente se perfila em outros usos, e o Protagonista é uma entidade essencial para a Atividade. Alternativamente, a Atividade pode ser indicada por uma Entidade_saliente que está preparada para a Atividade. Esta Entidade_saliente também pode ser um agente intencional, mas não necessariamente.","disponível.a
preparado.a
preparo.n
pronto.a"
97,Atividade_preparar,Um Agente se prepara para uma Atividade.,"estruturar.v
  organizar.v
  preparar.v
  preparo.n
 "
98,Atividade_retomar,Um Agente retoma a participação em uma Atividade. O progresso da Atividade foi retido antes da interrupção.,
99,Atividade_terminada,Um Agente completou uma Atividade.,
100,Atividade_terminar,Um Agente termina uma Atividade que logicamente não pode ser continuada. Esse frame é um subframe de Atividade.,"abdicar.v
  acabar.v
  concluir.v
  desistir.v
  formar.v
 "
101,Atletas,Esse frame contém Indivíduos que praticam um Esporte profissionalmente.,"adversário.n
  atleta.n
  bateria.n
  clube.n
  competidor.n
  desafiante.n
  desportista.n
  dueto.n
  dupla.n
equipe.n
esportista.n
jogador.n
oponente.n
paraolímpico.a
participante.n
pelotão.n
rival.n
seleção.n
time.n
trio.n"
102,Atletas_por_esporte,Esse frame contém todo tipo de Atleta que incorpora o nome do Esporte em uma competição.,"amazona.n
arqueiro.n
arremessador.n
atirador.n
boleiro.n
boxeador.n
caiaquista.n
canoísta.n
carateca.n
cavaleiro.n
ciclista.n
corredor.n
decatleta.n
escalador.n
esgrimista.n
fundista.n
ginasta.n
golfista.n
grequista.n
halterofilista.n
heptatleta.n
jogador de badminton.n
jogador de basquete.n
jogador de beisebol.n
jogador de futebol.n
jogador de handball.n
jogador de hóquei sobre grama.n
jogador de pólo.n
jogador de rúgbi.n
jogador de softbol.n
jogador de vôlei.n
judoca.n
lançador.n
levantador.n
lutador.n
maratonista.n
marchador.n
meio-fundista.n
mesatenista.n
nadador.n
pentatleta.n
pesista.n
pugilista.n
remador.n
saltador.n
skatista.n
surfista.n
tenista.n
trampoliner.n
trampolinista.n
triatleta.n
velejador.n
velocista.n"
103,Atletas_por_posição,Esse frame contém os atletas descritos com base na Posição que eles ocupam em uma competição esportiva.,"abertura.n
ala-armador.n
ala-pivô.n
ala.n
apanhador.n
armador central.n
armador.n
arremessador.n
artilheiro.n
asa.n
atacante.n
ataque.n
avançado.n
batedor.n
cabeça de área.n
capitão.n
central armador.n
centro.n
centroavante.n
contra-proa.n
contra-voga.n
craque.n
defensor externo.n
defensor interno.n
defensor.n
defesa central.n
defesa direita.n
defesa esquerda.n
defesa.n
entrada de rede.n
extremo.n
flanqueador.n
fly half.n
full back.n
goleiro.n
hooker.n
lançador.n
lateral.n
leme.n
levantador.n
líbero.n
médio central.n
médio.n
meia armador.n
meia direita.n
meia esquerda.n
meia.n
meio de campo.n
meio de rede.n
meio scrum.n
meio-campista.n
meio-campo.n
meio.n
número cinco.n
número dois.n
número oito.n
número quatro.n
número seis.n
número sete.n
número três.n
oitavo.n
passador.n
pilar aberto.n
pilar fechado.n
pivô.n
ponta direita.n
ponta esquerda.n
ponta.n
ponteiro.n
posição.n
primeira linha.n
primeiro centro.n
primeiro lateral.n
primeiro ponta.n
proa.n
rebatedor.n
recebedor.n
receptor.n
reserva.n
sacador.n
saída de rede.n
segunda linha.n
segundo centro.n
segundo lateral.n
segundo ponta.n
servidor.n
sota-proa.n
sota-voga.n
talonador.n
terceira linha.n
timoneiro.n
titular.n
voga.n
volante.n
zaga.n
zagueiro.n"
104,Atrair_turistas,"Um Lugar ou uma Atração, geralmente, apresenta recursos naturais ou artificiais com valor cultural ou histórico que atraem turistas de diferentes origens.","apresentar.v
atração.n
atrair.v
atrativo.a
atrativo.n
convidar.v
destacar-se.v
destino.n
levar.v
oferecer.v
reservar.v
surpreender.v"
105,Atravessar,"Um Tema muda de local em relação a um local destacado, que pode ser expresso por Origem, Caminho, Alvo, Área, Direção, Forma_do_Caminho ou Distância.","ascender.v
ascensão.n
atravessar.v
circular.v
cruzamento.n
cruzar.v
decida.n
descer.v
montar.v
passar.v
pular.v
rodear.v
saltar.v"
106,Atribuição_de_nome,Este frame contém palavras que falam sobre como os Falantes nomeiam as Entidades.,"chamar-se.v
dublado.a"
107,Atributos,Uma Entidade tem um Atributo particular com algum Valor. Este frame foi criado primariamente para estruturar relações de herança.,"atributo.n
qualidade.n"
108,Atributos_graduáveis,"Uma Entidade tem um Valor implícito para um Atributo. O Grau expressa uma comparação explícita ou o desvio do Valor quando comparado com outras entidades de tipo similar. O Valor pode ser válido apenas em relação a um determinado Tempo ou, em Circunstâncias particulares.",super.a
109,Atributos_mensuráveis,"Uma Entidade tem um Atributo escalar com um valor que excede um padrão contextualmente especificado ou geralmente compreendido. Exceto onde há uma diferença em EFs, colocamos todos os adjetivos relacionados a quantidades mensuráveis neste frame. Observe que quando um adjetivo aparece com uma expressão de quantidade (por exemplo, 6 pés de comprimento), ele pertence ao frame Dimensão.","alto.a
amplo.a
apertado.a
baixo.a
caloso.a
curto.a
elevado.a
espesso.a
estreito.a
fino.a
fundo.a
grosso.a
leve.a
longo.a
murcho.a
pesado.a
profundo.a"
110,Atrito,"Um Tema se move sobre ou contra a superfície de um Objeto_estático. (Alternativamente, Temas se movem um contra o outro simultaneamente). O Tema exerce pressão na superfície e experimenta resistência ao seu movimento.",
111,Audiência_judicial,Um Interrogador faz perguntas a uma Testemunha (ou a um réu) no contexto de um procedimento judicial.,
112,Autocontrole,Um Agente ativamente (mas nem sempre com sucesso) tenta impedir-se de participar de um Evento. O Agente geralmente é enviado ao evento por causa de um desejo interno.,
113,Autoridade,Um Agente tem meios para afetar um Tema em um certo Domínio. Há um desequilíbrio de influência ou poder dentro de um determinado Domínio que favorece o Agente (às vezes devido a alguma Fonte) sobre o Tema.,
114,Auto_movimento,"O Auto_movedor, um ser vivo, move-se sob seu próprio poder de forma dirigida, i.e., ao longo do que poderia ser descrito como Trajetória, sem usar um veículo. Como alternativa ou além da Trajetória, você pode mencionar Área, Direção, Origem ou Alvo para movimento.","alongamento.n
andar.v
cambalhota.n
caminhada.n
caminhar.v
circular.v
correr.v
dança.n
dançar.v
desfilar.v
esquentar.v
ir.v
mergulhar.v
movimento.n
nadar.v
pisar.v
voar.v"
115,Avaliação_de_justiça,"Nesse frame, uma Ação é avaliada em relação a quão justa, justa ou eqüitativamente a Ação afeta a Parte_afetada. Um Ator também pode ser identificado, que realiza a Ação e pode ser caracterizado como justo, injusto, etc. com base em como essas ações afetam a Parte_afetada. Os Motivos também podem ser identificados.",
116,Avaliação_de_moralidade,Neste frame um Avaliado é descrito por um Avaliador (normalmente implícito) com relação à moralidade ou retidão de seu Comportamento.,"absurdamente.adv
absurdo.a
antiético.a
baixo.a
bom.a
canalha.a
candongueiro.a
certo.a
degenerado.a
depravação.n
depravado.a
descente.a
desonroso.a
doloso.a
errado.a
errar.v
erro.n
escuro.a
ético.a
generoso.a
horroroso.a
imoral.a
impróprio.a
inescrupuloso.a
iníquo.a
insidioso.a
íntegro.a
justo.a
maldoso.a
mau.a
melhor.a
menos.adv
moral.a
nefasto.a
obsceno.a
pecaminoso.a
pecar.v
perverso.a
pior.a
réprobo.a
repulsivo.a
vil.a
virtuoso.a"
117,Avaliar,"Um Avaliador examina um Fenômeno para atribuir um Valor de acordo com uma Característica do Fenômeno. Este Valor é um fator determinante para a aceitabilidade do Fenômeno. Em alguns casos, um Método (implicitamente envolvendo um Avaliador) é usado para determinar o Valor do Fenômeno.","achar.v
avaliação.n
avaliar.v
bom.a
bom.a
importar.v
julgamento.n
julgar.v
lamentável.a
maravilhoso.a
melhor.a"
118,Avisar,"Um Falante adverte um Destinatário, dando uma Mensagem que descreve uma situação indesejável que possa afetar o Destinatário. O aviso pode, alternativamente, ser descrito como o Tópico referente à situação indesejável ou emitido através de um Meio específico.",
119,Base_para_atributo,"Uma informação sobre um Ponto_de_referência é apresentada como mais acessível e útil para determinar ou comunicar um tipo similar de informação sobre o Trajetor. Nesta interpretação de uma situação, há um elemento (mais) perfilado, o Trajetor e um elemento não ou menos perfilado, o Ponto_de_referência em combinação com uma Região_perfilada (com uma relação pré-definida para o Ponto_de_referência), o Ponto_de_referência serve como base para entender o status ou localização do Trajetor.",
120,Boa_vontade,"Um Pensador poderia se envolver em uma Atividade se pediu para fazer ou, caso contrário, se foi solicitado a fazer algo.","boa-vontade.n
dispor.v"
121,Boulder,Este é um frame abstrato para eventos que permite a anotação de alvos verbais de acordo com o conjunto geral reduzido de elementos de estrutura proposto pelo grupo Boulder.,
122,Brinquedos,"Um Brinquedo é produzido ou modificado por um ser humano ou uma empresa para entreter as crianças ou fazê-las desenvolver novas habilidades. Um Brinquedo tem um certo tipo de Uso. Várias propriedades do Brinquedo podem ser especificadas, como Criador, Tempo_de_criação, Nome, Tipo, Origem, Descrição e o Material do qual ele é composto.",
123,Caçar,"Um Caçador tenta ganhar Alimento por meio de uma superação ou rastreamento de uma vida. O Caçador espera que a tentativa resulte na captura e morte da entidade viva destinada ao consumo humano. O ato de procurar Alimento inerentemente envolve a assistência de alguma ferramenta, que pode ser uma extensão do corpo do Caçador ou um artefato formado ou explorado para o uso de busca, captura e / ou morte de alimentos.","caça.n
caçada.n
caçador.n
caçar.v
pescar.v"
124,Caça_sucesso_ou_fracasso,Um Caçador tem sucesso ou falha em capturar seu Alimento procurado ou rastreado.,
125,Cair_em_emboscada,"Uma Vítima chega a ter crenças incorretas como resultado da exposição a um Engano. O Engano é necessariamente orquestrado por um ou mais agentes, embora eles não sejam expressos pelas ULs nesse frame.",
126,Cair_no_sono,"Um Dormidor vai do estado de vigília a um estado alterado de consciência, onde ele não está ciente do ambiente. As ULs deste frame são diferenciadas pela rapidez e profundidade com que o estado é inserido e o que causa a mudança (especialmente se ocorre naturalmente como resultado de sonolência ou é causado por lesão).","adormecer.v
desmaiar.v"
127,Calor_da_emoção,Este frame contém verbos que descrevem experiências emocionais e participam da alternância locativa.,
128,Campos,"Um indivíduo ou grupo de indivíduos (Praticante) ou uma parte de sua vida de trabalho (Trabalho) é definida profissionalmente pela Atividade em que eles desenvolvem tipicamente. Alternativamente, a Atividade pode também ser indicada por uma Entidade_saliente conversacionalmente associada a ela.","agropecuária.n
âmbito.n
arquitetura.n
arte.n
artes visuais.n
artístico.a
astrofísica.n
astrofísico.a
astrologia.n
astronomia.n
aviação.n
campo.n
ciência.n
científico.a
cosmológico.a
crítica.n
culinária.n
cultura.n
dança.n
demografia.n
desenho.n
disciplina.n
domínio.n
drama.n
ecologia.n
economia.n
filosofia.n
finança.n
física.n
gastronomia.n
geografia.n
história.n
humanas.n
industrialização.n
inglês.n
lazer.n
língua.n
matemática.n
morfologia.n
música.n
poesia.n
quântico.a
rubrica.n
semântica.n
telecomunicação.n"
129,Caos,"As unidades lexicais nesse frame tem a ver com a Entidade estando em Estado de ordem ou desordem. Normalmente a Entidade não é expressa, nesse frame, e, portanto, é marcada como instanciação nula.","bagunça.n
bagunçado.a
turbulento.a"
